Reviews,Ratings,Dates,Website
Customer just need to be careful with their purse since mine got stolen from me during my last visit. But the manager and staff there are really helpful about it.,4.0,2015-03-02,OpenTable
service was ok.  food was passable.   noisy beyond belief...can't hear yourself think or carry conversation with others unless you yell!,3.0,2015-02-26,OpenTable
"This is my second time at this venue and both times there were problems. I booked my reservation through open table and specified under special instructions that I wanted a  birthday dessert for Daniel Felsky.  I also reminded the waiter toward the end of the meal.  A different waiter came and took the dessert order and Daniel did not get anything special with his dessert not even a candle.our original waiter came back after the dessert was finished and apologized and said that a Happy Birthday dessert presentation went to the wrong table and we got the plain dessert. This item was deducted from our bill but we would have preferred that something with Happy Birthday was  brought to the table for Daniel to eat or take home.One of the other party ordered coffee and never received it.My husband orders some sort of steak salad but was disappointed with his meal.  He said it was simply a steak on a bed of leaf lettuce with no other vegetable mixed in or any interesting textures.  My meal was tasty -curry chicken special - but I was disappointed with the quantity which seemed to contain about 4 bite size pieces of chicken and a few snow peas.  I did not feel satiated after the meal.After 2 failed attempts at this venue, I'm not sure that I would eat here again.  I would maybe stop in for a drink.",2.0,2015-02-19,OpenTable
"The decor and ambiance of Reds is nice. A great spot to meet up after work. I've been to Reds before and I was very impressed with the price of their steaks. Unfortunately at this trip to Reds, I was left a little disappointed by the steak dinner that I had. The meat didn't melt in your mouth like in the past. As well, the service was only average. I expected a little more attention, seeing how it was a Wednesday night and the place was not busy at all.",3.0,2015-02-19,OpenTable
"Excellent quality, and quantity for a very reasonable price. Steak and potatoes in downtown Toronto for under $20! Potato flatbread and crab and corn chowder to warm up by on a frigid February evening! Hostesses and servers were friendly...absolutely lovey. Coat check a nice touch and the retro matchstick boxes were a cute giveaway (though not sure what non-smokers would do with them).  On a busy Valentine's day evening, we were not rushed and allowed to take our time between cocktails, appetizers, and main meal at our leisure. Our server was attentive but never intrusive.",4.0,2015-02-14,OpenTable
"The food was very good.  The portion size was great, I left feeling full.  We ordered off of the Winterlicious menu.  I was very impressed with the healthy options.  Reds is a great spot for lunch, but I felt like the main focus would maybe be a spot to stop in after work for drinks and appetizers or hosting a work function.  I would definitely go again.",4.0,2015-02-12,OpenTable
"We really enjoyed the warm, friendly atmosphere.  Service was prompt - important for theatre patrons.  The pork special and bread pudding were excellent.  I'd definitely recommend this to friends.",5.0,2015-02-10,OpenTable
"We tried this place on a whim during Winterlicious, and I'm SO glad!The food was outstanding, big portions too, despite it being a discounted menu. The service was quick and friendly. Though the place was busy and the noise level quite high, I didn't feel like it was overwhelming.I especially love the free coat check!This is a great place to go before or after seeing a movie at either of the nearby theatres.",5.0,2015-02-10,OpenTable
"We had a birthday celebration and ordered from the Winterlicious menu.  It was great!  We had a lovely bottle of Nebbiolo wine for 3 people.  It was excellent and not over the top expensive.  Our server was delightful and sweet and the assistant manager, Dennis, was very personable and extremely welcoming.  It made the evening even more special for us.  Overall it was a thoroughly enjoyable dining experience.  Thank you.",4.0,2015-02-09,OpenTable
Great place! Great menu and service.  Food was fantastic.  Will dine here again.,5.0,2015-02-08,OpenTable
"We had the winterlicious menu which was delicious - sweet potatoes and bacon soup was okay (a tad bland and smaller than I was hoping), beet salad was delicious, chicken madras and pork and beans were both delish, and all the deserts were great! The place was nicely styled but my only qualm was the noise. It is so unnecessary to have music playing so loud at a restaurant that you have to lean in and yell across the table to have a conversation.",4.0,2015-02-07,OpenTable
"The team at Reds were very accommodating to a large group. The food was amazing…the best Winterlicious menu I have tried! The service was also great, the Manager of customer relations took note of what wine we were drinking and gave us a free bottle to share before we left. I would definitely go back and recommend to friends.",4.0,2015-02-06,OpenTable
"Reds uptown is an offshoot of the long standing and reliable Reds in First Canadian Place.Lovely decor, decent food, and sometimes erratic service.",4.0,2015-02-05,OpenTable
"Love the design of the space. The service was excellent and attentive without being bothersome. Lunch was very good, high quality ingredients carefully prepared. Will definitely return. Thank you.",4.0,2015-02-03,OpenTable
"Pleasant staff, great main courses, good drink selection",4.0,2015-02-02,OpenTable
"Was able to get a late reservation for dinner on a Saturday night with a girlfriend.the restaurant was half full at 7:00. Got seated immediately and then waited and waited. servers walking by us - we flagged down a support staff to say please send someone over. I believe the manager came over with menus immediately. Our server came took our drink order and then food order and then never saw him again till we decided to get the bill. Wanted to have another glass of wine and dessert but was so put off by the service. Food was good and ambience was good.  Not sure if this is the norm, such a shame.",3.0,2015-02-01,OpenTable
"We were gifted a SIRCORP gift card and thought we'd try Red's out instead of our usual SIRCORP favourite (Canyon Creek). Once we were seated I noticed they had what is probably the best gin & tonic selection in the city if not Canada. They brought me a perfectly made (and huge) gin and tonic complete with bitters. The night started out perfectly!We ordered the charcuterie board to share, which was dropped off at our table without the customary description of each meat on the board, and without plates or utensils. So we had to sit there staring at the food until we could finally get a waitress to notice us and bring us some plates and cutlery. Unfortunately the charcuterie left much to be desired and could easily have been pre-packaged Piller's products picked up from the supermarket. The bread that came with it was positively stale. It was not crispy, it was stale.For the main my wife ordered the Bacon-Wrapped Filet Mignon and I ordered the Mediterranean Braised Lamb Shank but I replaced the boring polenta side with truffle fries. This was quite simply the BEST entrée I've ever had and completely compensated for the poor service and terrible appetizer. I touched the lamb with my fork and it quite literally fell off the bone into a neat pile on the plate. I always thought that ""fall off the bone"" meat was a myth, but I have to say this was spectacular, tender and perfectly seasoned! The truffle fries were similar perfection and I was a very happy camper. My wife was also very satisfied with the filet mignon.Décor is on trend with the current craze of rustic wood high-top tables and stools, glass-bottle chandeliers, etc.Will come back and skip the appetizer.",4.0,2015-01-31,OpenTable
"The stand outs; service excellence, professional, knowledgeable, genuine, and Ayla the GM, has crafted the combination of that service journey with a chef whose dishes were presented and paired beautifully with wines.Introduced my colleagues to Reds this evening and could not have been more impressed and satisfied. The area is certainly lucky to have this establishment. Well done team!",5.0,2015-01-30,OpenTable
"The food was mediocre, we were there for winterlicious and they rushed each course to our table.",3.0,2015-01-30,OpenTable
"my two friends and I try and take in the ""licous"" events. This year we came across Reds Tavern at Yonge and Gerrard.  The menu was amazing; all of us enjoyed our meals.  Definitely highly recommended!",5.0,2015-01-30,OpenTable
"This is the second location of the popular Red's Tavern.  Apparently it's been open for 6-8 months and that might explain the quieter than normal (compared to the Downtown spot) lunch trade.  The service was great, our server was very friendly and helpful with her menu recommendations.  The food was really good, very well put together and a very generous serving size (I had the tuna salad).They have a great craft gin drinks menu, a bit different and something unique - again a very decent serving size.Overall, a very good lunch, service and food/drinks.  It'll be a matter of time before this place is bouncing every lunch time.",4.0,2015-01-29,OpenTable
I wish I remembered her name but our server was amazing - very sweet. The food was nice and it was an overall nice night. Hope to come back during winterlicious.,5.0,2015-01-27,OpenTable
"Service was better than their food. Unfortunately we go to restaurants for the quality of the food and not the service as the priority. Music was too loud, as such conversation felt like a yelling match between other patrons and ourselves.",3.0,2015-01-23,OpenTable
"The service was very friendly and respectful.  Although I was only meeting up with a friend, it would be a nice comfortable place to have a tasteful business lunch.  Our food was served fairly quickly so that by the end we could make it back to work on time.  I had the Aegean lamb salad.  The meat was very tender and delicious!  I only wished there had been more greens, otherwise, I was very satisfied.",4.0,2015-01-23,OpenTable
"I am a wine-lover... I go to Reds for the wine. I had been to the one on Adelaide a few times before and decided to try Reds Midtown Tavern the other night due to convenience of location. The food was really good, and the staff were awesome! I wasn't familiar with any of the wines on the menu so I asked for some recommendations and our server brought over the bartender. She was amazing... She recommended an amazing wine... We ended up getting a 2nd bottle! (There were 3 of us and we were there for 4 hours ok!?) lolTruly awesome customer service... I will definitely be back!",5.0,2015-01-13,OpenTable
Definitely a good spot to go on a date ! Our server Ian was really cool and attentive and I would definitely go back !!,5.0,2015-01-10,OpenTable
"Second day of 2015,my Partner and I were thinking of having to try their sea food chowder. It was very delicious. While we were having our dinner, our server MARCELA made sure that we are enjoying our meal!  Marcela has a great personality and amazing customer service! An evening that I will never forget!!",3.0,2015-01-03,OpenTable
Not sure why I didn't get my points for booking this through Open Table and dining as reserved.,5.0,2014-12-23,OpenTable
"Our server really helped make the group's experience a great dinner. There is something on the menu for everyone, and the lobster guacamole is a fan favorite. Can't wait to have Reds as an option for brunch again in the New Year!",5.0,2014-12-22,OpenTable
It was a busy Saturday night on main floor. Server was very friendly and polite but she was so busy she could not attend everyone in timely manner.  Way to big of a section.  Waiting over 20 minutes for wine. After food finally arived Noone came to check on it. Steak overcooked. We were expecting much better expiring.,2.0,2014-12-21,OpenTable
Service slow food overpriced!!,2.0,2014-12-18,OpenTable
"Overall the experience was good, I might have even rated it very good if I wasn't comparing it to their Adelaide location which I have frequented over the years and have nothing negative to say about it.  The midtown location is missing the high level of service, the speed and attention to detail that I'm used to.  We were 4 girl friends out for a post-work/pre-Christmas gathering.  The decor and atmosphere of the place was great, but as soon as we sat down we noticed that the lighting was poorly planned over some of the dining tables (half the table was in the dark while the other half was blinded by spotlights), we asked to be seated at a different table (several looked available) on two separate occasions but were told that we'd have the same problem at those tables too and then told that they would dim the lights (which they did not do).  We ended up physically moving our table to a more suitable angle.  When we were seated, we were brought the dinner menus but no drink/wine list - which, for a wine bar is quite the mistake.  We had to ask for the wine list and only got it after we ordered our food.  We decided to not order individual meals, but a bunch of their super tasty appetizers to share.  This might be why we were not asked if we wanted to see a dessert menu, but I think it was inappropriate for them to assume we weren't interested.  We ended up at a coffee shop down the road after for coffee and dessert.The food was fantastic, the wine selection as can be expected was great, and everyone was super nice (just not on the ball).  I believe this location is relatively new so maybe that's why they haven't mastered the art of customer service, but everything else is great and this should not deter anyone from going.  Just expect to ask for what you want without it being offered.",3.0,2014-12-15,OpenTable
"Great service, great people, food was really good.Great service, great people, food was really good.Great service, great people, food was really good.",5.0,2014-12-05,OpenTable
staff may have seemed overly attentive. felt rushed because dishes were removed while we were barely finished.,3.0,2014-11-28,OpenTable
I've been there twice in the past month and have enjoyed myself thoroughly both times. The atmosphere has been incredible and the good has been amazing.,4.0,2014-11-15,OpenTable
"Nice ambiance, although the dining section was quite small.  More bar-style seating with high tables. We sat in the dining area (requested after being seated in the bar) and sat under a bright halogen light. Felt like I was being interrogated all evening. Food was good and service was helpful and prompt.",4.0,2014-11-08,OpenTable
"Food was great.  Waiter was attentive, knowledgeable and helpful.  Really enjoyed the wine.",5.0,2014-11-02,OpenTable
"I have been to Reds Midtown a number of times now. It has great ambience, the staff and welcoming and the food is dependable, allows good.  I prefer sitting downstairs inthe bar area, lot of energy usually but not too noisy.",4.0,2014-11-01,OpenTable
We came here for dinner for the first time - I'd seen a deal thru work perks and wanted to try. The food was awful. Oversalted and dry. A mistake with the order took 10 mins to fix. Had to deal with an arrogant manager who refused a valid coupon. We left as soon as we could and won't be back.Nice inside. The server was kind.,2.0,2014-10-31,OpenTable
"Interesting and tasty cocktails...overall, good experience.",3.0,2014-10-26,OpenTable
"Comparing with many new restos these days, Reds is very spacious with tables of different sizes.  The wine list and menu are extensive. THe cocktails we ordered were pretty good. We like the choices of the shareables.  The LOBSTER GUACAMOLE was nicely presented, but it was a bit under-seasoned. The tortillas were crisp and yummy though. We both ordered the butter chicken as the main. It was very delicious. It was better than some of the well-known Indian restos in down.  There are not too many interesting restos near Dundas Square. Reds is a nice addition to the neighborhood.",4.0,2014-10-20,OpenTable
Great location and atmosphere.  Would definitely dine there with a group again.,4.0,2014-10-17,OpenTable
Pleasant efficient service.  I had brunch and the decadent French toast was the best that I have had - very innovative pairing of ingredients.,4.0,2014-10-04,OpenTable
Fall mains were OK.  Appies and starters were great! Music too loud to compete with so if you are looking for a quiet conversational sort of dining experience you won't find it here (at least not weekend evening).  Service was very good.  Decor was modern and inviting.  Overall a favourable experience.,4.0,2014-09-20,OpenTable
"We brought our 3-month old. We warned the restaurant we were doing this and they found us a corner where we could park the stroller. This is a grown-up place, but they were quite accomodating. If your kid melts-down, you'll have to go, but if they're behaved or sleep through dinner, Reds makes it possible.",4.0,2014-09-13,OpenTable
We have been in Toronto for over a  year traveling for work.  For the past few months we have made Red's our local hangout.  The lobster guacamole is a great app.  I will have to say Phil the bartender makes our return easier as he always takes care of us!,5.0,2014-09-10,OpenTable
The ciopino was awful there were 5 mussels and one scallop and the rest was onions - this is not what is promised by your menu it was such a rip off. The appetizers were mediocre and the nachos were so greasy that we both had a stomach ache.I great disappointment from the last time I was at Reds. I am not likely to go again.,3.0,2014-09-05,OpenTable
"everything was above avg or very good except for the food availability. No steak, chicken or any shellfish (or dishes that contained shellfish) was available on a special occasion staff lunch we planned for that day. Very disappointed about that aspect as quite a few of the menu options consists of these items. Must say that this alone has deterred me from going back for food but would consider going for drinks.",4.0,2014-09-02,OpenTable
"Impressed with venue, unique lighting but food was good quality and server knowledgeable and pleasant, an enjoyable visit for dinner with two associates.",4.0,2014-08-24,OpenTable
"Went to Reds at 8:30 and our waitress was pretty cold - look awhile for her to come over, didn't get water, tried to rush us to order drinks. We think she thought we were just there for drinks because once we ordered food (after she weirdly asked if my appetizer was the only thing our table of 4 was getting) she did a 180 and suddenly was incredibly attentive. Basically this place is probably better and more popular for drinks as opposed to food. Nice room, but bizarrely had the baseball game playing. This place seems to not know what it wants to be.",3.0,2014-08-23,OpenTable
"This is a very good looking place, with nice music played live by a DJ adding atmosphere to the context, but service was really dull (the restaurant was semi-desert and it took 'ages' to eat) and the food was not more than fair. A delusion, considering expectations it creates. And clearly priced to the look... and not to the food.",3.0,2014-08-22,OpenTable
"I've been to Reds Midtown 3 times and each time the service has been poor. I like the food, that's why I go back! The service takes FOREVER. We waited 45mins for our starters...then the waitress came out to tell us they accidentally sent our apps to another table (why that other table didn't say ""we didn't order this"" confuses me). The serving staff are very nice people, just seem a little unorganized. But yes, the food is good and I will go back - just maybe not on a weekend.",3.0,2014-08-21,OpenTable
"The staff were very friendly and the restaurant looks great.  The food, however, wasn't great.  The potato flatbread was awesome, flaky and tasty, but that was the exception.  The rest of the food was bland, just meh.  Sorry.",2.0,2014-08-01,OpenTable
"Last fall and winter when it was relatively new I thought Reds was off to a great start as I love their Adelaide St location.  Friendly staff, interesting menu, great wine selection, cool vibe.  I've been there twice since, once last spring and again July 30, and it's not what it was.  The staff are not very professional and not very attentive, the lunch menu is interestingly odd (not for everyone ... if you want a hamburger you have to order the cheeseburger with NO cheese), and the big screen TVs everywhere are annoying. There are enough 'sports bars' elsewhere!  Also, they have a  patio along Yonge and Gerrard St, with NO umbrellas to protect patrons from UV rays. A nice space, but a wasted opportunity for a comfortable patio setting.",2.0,2014-07-30,OpenTable
"I had a business lunch there this week. It was my first time at this restaurant. Excellent service, food, and atmosphere! Thank you!",4.0,2014-07-29,OpenTable
"Had a great 'date night' - food was amazing, service was great and the restaurant was beautiful!",4.0,2014-07-25,OpenTable
Surprising new gem in this area - the food was delicious and the drinks menu extensive.  Make a reservation in advance if you can to avoid any waiting or redirection to the pub next door.The pricing is a bit high and it's not clear why the waitresses all wear black bras and see-through tops... not really necessary as much of the clientele was female... and we still had a very nice time here.,3.0,2014-07-24,OpenTable
"Went on a successful first date here, the food was great and the prices were reasonable. We did not sit outside as the noise from the traffic was way too loud.",5.0,2014-07-22,OpenTable
"Fantastic service, Hanna impressed us throughout the evening. Very attentive and quickly became part of our shenanigans! Great job! Steaks all round done to perfection and of course cocktails...Definite destination for a Midtown well priced meal and social.",5.0,2014-07-11,OpenTable
We enjoyed our first time at this restaurant.  Service was excellent and food was very good-pasta could have had more flavour - it was quite mild. We were at the restaurant early as we were going to a show so it was quiet at the time but I am sure it would be busier later in the evening. We are Canyon Creek Fans and feel that the menu at Canyon Creek is more to our liking.,4.0,2014-07-11,OpenTable
"The service at this place is pathetic at best. Our waitress seemed like she hated everything and everyone around her. My boyfriend and I were ready to order after about 10 minutes but she didn't come by our table for almost 30. When I asked to add mayo as a dip to my fries she rolled her eyes. Working in the service industry myself I know this is not a difficult request to fulfill and would take 2 seconds at the most of her time. The entire night she seemed consumed with everything and everyone except for us, even though it wasn't busy. She threw the check on our table before we even ordered dessert, and scoffed when we said we had a coupon. She made us feel like a burden on her life. Not how I wanted to spend my dinner. Place is a joke.",3.0,2014-07-01,OpenTable
"We had a group of 7. Food was absolutely delicious, however, the service could have been better. The waiter should have been friendlier and smiled more. We felt that the overall feeling wasn't inviting or friendly.",4.0,2014-06-27,OpenTable
"For a place beside the Yonge Dundas square, the food was pretty good. Awesome big screens to watch soccer on. I will be back.",3.0,2014-06-20,OpenTable
"Headed to Reds Midtown with some girlfriends on a Thursday night.  The place is really nice, good ambiance...thought it would be a bit busier on a Thursday night.  We shared a bunch of appies and everything was pretty good and the service was great.  Wish they had a little bit more selection on their dessert menu...only 3 choices.  Overall a good experience...would definitely go back.",4.0,2014-06-06,OpenTable
"The kale salad was delicious, but the seafood chowder had virtually no seafood in it.  My companion's roasted chicken dish was equally disappointing.  The plate looked empty, overallyskimpy on the veggies.  The outdoor space is acceptable, but not wiping the table down beforesitting down is not.",2.0,2014-06-03,OpenTable
"Arrived with OpenTable reservations and was sat at the bar. Was told that my OT reservation did not specifically request the dining room. (Reading past reviews this is a common trick this establishment appears to bait and switch)Food was bland, poorly seasoned and uninspiring. Lamb shank was served on a tasteless yellow mush. Salmon overcooked, Roast Chicken was passable. Portions were very small. The Charcuterie appetizer was crazy. Less than an 1/2 ounce of 4 different meats/sausages. 6 raisins and 5 small pecan pieces served with 5 small pieces of bread. No fruit, No Cheese. Less than 3 OZ of meet for $19Restaurant trying to be a blend of a bar and an upscale eatery and fails as it does neither well.",1.0,2014-05-25,OpenTable
"The service was really really really slow, took us some time to get to order some food, the food came fast tho, my calamari wasn't crispy at all but tasted good.",3.0,2014-05-23,OpenTable
Good service friendly plus food is tasty i will for sure come back,5.0,2014-05-17,OpenTable
"I made a reservation at this restaurant for my mother and I on Mother's day.  We live in the neighborhood and were curious to check out this new restaurant.  From the beginning,  I did not have a good experience.  The hostess was not welcoming and just went ahead and seated us in the lounge even though we had a reservation. I had to ask the waitress to move us to the dining room. Then we got our table, but were disappointed with the menu. Very little options. I got the fillet mignon salad but my steak was burnt.  The portions are also pretty small. Our server was okay but no one even stopped to ask if we are celebrating mothers day and wish us a happy mothers day.  Sorry but we will not return again or recommend this restaurant. ",2.0,2014-05-12,OpenTable
Found it quite insulting that I came to a restaurant with a good wine selection and when I ordered a steak I was not given a choice of any side as the steak only came with fries. Really? I paid for a $50 bottle of wine and my meal is served with fries. Shape up. That's disgusting. ,4.0,2014-05-11,OpenTable
"Overall our party enjoyed Reds. There were a couple hits (Aegean lamb salad, sirloin salad, cioppino) and a couple misses (greasy club sandwich), but the menu had many more things we would come back to try. Also tried several wines and beers from the well-curated beverage menu, none of which disappointed. The main downfall was the server, who seemed disinterested in our table from the start and didn't do a good job assuring us that an allergy at the table would be looked after. Would still recommend it for the food, drinks and atmosphere. ",4.0,2014-05-10,OpenTable
This was our first time dining at Reds. I had the slaw with chicken and was a little disappointed in the favour and the chicken was odd in size and texture...like it wasn't real. Perhaps it wasn't the nice plump chicken breast I expected. The service however was outstanding and the wine recommendations were terrific. ,4.0,2014-05-09,OpenTable
Very serviceable meal. Attentive service. Excellent beer list to try out. Great for a pleasant evening out.,4.0,2014-05-08,OpenTable
Nice set up and good initial service. The appetizers were great but the main courses were a mixed bag. The Curry of the day was bland uninteresting and had nothing but meat and rice. No vegetable! The music was fine when we first arrived but by the time we left it was too loud to talk. TURN DOWN THE VOLUME.We paid via SIR corporation gift cards. The staff could not get them to process even though they confirmed they were valid. This wrangle went on so long that our guests offered a credit card to speed up the process. Very embarrassing and unnecessary. This issue should have been taken away from the table.,3.0,2014-05-04,OpenTable
"The food was quite good with interesting choices and reasonably priced. However, service was very average at best. The server did not tell us about the specials (we had to ask if there were any) and, while barely friendly, she seemed very indifferent in her overall attitude. Maybe she had an 'off day' but why take it out on customers. Another negative aspect is the location of washrooms (far too may stairs) and the loud noise level.",3.0,2014-05-02,OpenTable
"This is not RED's in the Financial District... this is more gastro pub type food.. salads, burgers, fries, curry, etc.  It is a huge restaurant so would be good for families.  Tables are fairly close together and jammed in.  Staff are fairly young and hip.  This is not the place for foodies and is not a special occasions place for romantic dinners.  Noise level is moderate in the big two story place.  Washrooms are on the second level.  Food was OK, display was acceptable...not the place for a gourmet experience.",2.0,2014-04-27,OpenTable
"Six of us went to Reds Midtown Tavern on a Wed eve. The three ladies in our party participated in the wine tasting event which we found to be a great way to start the evening.  Wines were lovely and the charcuterie board was outstanding.  The duck ham was incredible! For dinner we ordered a variety of items for the table. The oysters that night (Raspberry Point from PEI) were fabulous. Fresh and very flavourful.  We also had the cheeseburger sliders(very good but expensive for 3 sliders and no fries/side), Szechwan lettuce wraps (tasty but spicy!), ceviche (not bad, but I have had better), potato flatbread (very yummy), the double dip (ok), and calamari(terrific).  Our server was professional, attentive and very personable. We will be back!",4.0,2014-04-24,OpenTable
Great place to go with friends.  Lots of menu choices.  Quality food and terrific service.  ,5.0,2014-04-21,OpenTable
This was my 4th visit. The music is a bit loud which is creating difficult conversation.  ,4.0,2014-04-17,OpenTable
"A good place for a quiet lunch. We we're serve by a Jennifer Lawrence lookalike and she was really nice, although it took forever to get one of the main (blame the kitchen on that one). Oysters we're good with two different kind. A good charcuterie board that could have used more choices and a good tuna niçoise. Overall a good experience.",3.0,2014-04-14,OpenTable
"We enjoyed the food at Red's Midtown very much although several menu items were sold out by 7:30 on a Saturday evening. The room is less formal than Red's on Adelaide. It also is loud, boisterous. The volume kind of impeded conversation but people were obviously having a good time, so my criticism may be unfair. In the future I would go again but would anticipate the ambience.",4.0,2014-04-12,OpenTable
"Reds Midtown Tavern is a vibrant place to gather friends for a night out and it's located near the center of Toronto. It's quite loud so if you don't want to be screaming on a date then maybe this isn't the best place. The menu had many great options and the food came out fast and tasted wonderful. The service was friendly and helpful but there were a few moments where it was difficult to find someone, also it took till the end of the night to get some water for the table. It's a place I'd come back to since I'm nearby to grab a drink, some appetizers and hang out with friends.",4.0,2014-04-12,OpenTable
"- friendly staff- portions are small though- lighting are dark inside the restaurant i went with a friend and we each paid $65 (we were full at the end), our reservation was around 7 pm and the restaurant was not even half filled.",4.0,2014-04-12,OpenTable
"Nice spot, good food, decent selection of wine and beer. However, it was too loud for an intimate meal.",3.0,2014-04-10,OpenTable
"A little too noisy for those wanting to spend the evening eating and talking over a glass of wine (they did have excellent music mixed by the dj) but the ambience of the restaurant was fun. The food was very tasty and we did not wait too long for it to come which was great! Overall would definitely return but with friends wanting to get a little bit rowdy while having a beer and some food, probably not ideal for families with younger kids or older adults with sensitive hearing.",4.0,2014-03-28,OpenTable
"Similar to the quality and value as the original location in the financial district, Full of energy and food is great, although lacking in variety.",4.0,2014-03-28,OpenTable
"We were a group of 6, with a birthday to celebrate and some surprise guests. The host and server accomodated requests and were generally attentive and friendly. Our third tome back, and we will return.",5.0,2014-03-27,OpenTable
"The service, wine and food was great matched with a fun atmosphere! Thoroughly enjoyed the evening.",4.0,2014-03-25,OpenTable
"We met our daughter here for a pre-theater dinner. We hadn't seen our daughter for a couple of weeks but found that having a conversation was very difficult - not many people in the restaurant but the noise level of the music meant we had to lean over the table and almost yell at each other to talk.The food was good, enjoyed the lettuce wraps but since this was a shared appetizer a spoon to serve it with would have been helpful - when we eventually attracted the servers attention and asked for one, they bought the smallest coffee/tea spoon they had, suitable only for the little sauce dishes of which there were two, and they bought one spoon.We might give it a second chance, as it has potential!",3.0,2014-03-23,OpenTable
"Visited with 4 friends last week. Good was good, ambiance quite loud but energetic. Service was decent.",3.0,2014-03-21,OpenTable
"Great food, great service, good time!!!",4.0,2014-03-15,OpenTable
Food was blah. $26 for a lunch salad that was underwhelming.,1.0,2014-03-05,OpenTable
The overall decor was very well done. The menu was was not too busy with enough selection all round.,3.0,2014-02-27,OpenTable
"Went there on a Tuesday night for my birthday, and had a great time. My boyfriend and I made reservations and were seated right away on the bar side. We didn't mind that, but I'm sure if you requested a dining side table they would be able to accommodate. Service was wonderful, we had Jessy and she was great. Quick drink delivery, and great recommendations. The calamari was wonderful! With fried herbs, garlic, and lemon. Awesome. Steak was great (mine was a tad overdone, but I didn't mind) and the truffle fries were delicious. They brought me a lovely carrot cake dessert for my birthday. All around, great laid back atmosphere (a lot more casual than the original Reds). I think the prices should be lower at this location.",4.0,2014-02-26,OpenTable
Had a nice date there. The ambience was great and the server was really helpful suggesting food and pairing wines since we are totally indecisive. We ended being there for nearly 4 hours. Had a great time.,4.0,2014-02-16,OpenTable
Service was excellent as was the food. The Chicken Carbonara was great. Good place for a business lunch or dinner as well as a cozy place for close friends and lovers....,4.0,2014-02-08,OpenTable
Food is excellent as is the wine list.,5.0,2014-02-04,OpenTable
Service was attentive at this quite busy lunch spot. Food was good. One minor improvement: We both had the club sandwich and found it to be messy primarily because the kitchen put the mayo laden side down on the plate. In the result the delicious may ooze through the toast. Too bad it was so messy. Worth getting.,3.0,2014-01-30,OpenTable
"Pluses: Good service, pretty good food, location, great bar setup.Minuses: Overpriced, slightly greasy food, for lunch the stereo was up high enough to make conversation a little shouty.",3.0,2014-01-14,OpenTable
Had the lamb and couscous and it was excellent. Great service. Will definitely return.,4.0,2014-01-08,OpenTable
"I hosted a small group at Reds Midtown Tavern earlier this week. We had a limited time for lunch and a few vegetarians in the crowd. The restaurant was very accommodating of our time constraints. The server was positive and helpful. We had a delicious lunch and were back to our meeting in good time. This made the day easier and I was very appreciative. There were only a few vegetarian choices on the menu. One improvement would be to increase the choices for vegetarians, for example, by offering a vegetarian protein choice with the salads.",4.0,2014-01-08,OpenTable
"Fyi - we have been to Reds in FCP which we like very much.Decor was nice, and service was attentive.Overall was ok -- was quite expensive for so casual a venue!Not sure if we will be back, as for the money, I would expect something different.The mussels and the kale/quinoa salad were good -- roast chicken dish was nothing special.Wines were pricey.",2.0,2014-01-07,OpenTable
Took a friend here for her birthday and we both really enjoyed our meals: Crispy Roasted Chicken and Mediterranean Braised Lamb Shank. Lots of interesting items on the menu -- I'll definitely be back to try them! Service was very good and I love the decor of this restaurant!,4.0,2014-01-03,OpenTable
A few of us went on Jan. 3rd and had a great lunch - would esp recommend the lobster guacamole appetizer.,4.0,2014-01-03,OpenTable
"Not an exciting title for the review, but I wanted to say that our small group enjoyed our meal here very much. The restaurant was visually appealing and we had a couple of really delicious appetizers.The service was the most outstanding feature, as our waiter was friendly, knowledgeable and helpful. This was the first time we had been to this restaurant (either location) and we'll be back. I'd say that it would be a great place to meet with friends and share plates and drinks. I look forward to my next visit.",4.0,2013-12-30,OpenTable
"This is the second Reds in Toronto and having been at the original location on Adelaide I was curious to visit the newly opened ""midtown"" downtown location at Yonge/Gerrard. The place was quiet; only a couple other people there due to the Holidays(Dec 26). Ambiance of the restaurant is nice but on a busy night it would be pretty noisy due to the space. Waitress was very friendly and took a moment to make personal recommendations from the menu however when asked specifics of several dishes she did not seem to really understand the descriptions on the menu either. The food wasn't bad but it wasn't really good; one of my friends sent back their food and the rest of us weren't wow'd by our meals. Comparable to Milestones- should have gone there",3.0,2013-12-27,OpenTable
"I have been 3 times. The first time was quite good which made me consider the venue for the a12 person lunch. The lunch was most disappointing. We were rushed, coffee and dessert were not offered and the waiter turned up with our cheques before we were ready or wanting to leave.The most recent visit was ruined by a couple of female servers who kept interrupting my companion's and my conversation and then the girl was condescending when I asked a question about the food. You should train your servers to be observant in timing their approaching a table.2 bad servers out of 3 is not a good record- they should realize that they are not working at McDonalds.",2.0,2013-12-23,OpenTable
"Very good food, not tooooo expensive & really nice to have a decent option in the neighborhood!",4.0,2013-12-20,OpenTable
The food was very good. Server was marvelous. His wine recommendation was spot on. With all that said I will not return becasue the restaurant is far too noisy. We moved tables (initally by the bar) to the furthest end of the restaruant but it was still too noisy to have a conversation.,2.0,2013-12-17,OpenTable
"Our office holiday lunch was a big success thanks to Reds Midtown. The food and the service were outstanding. Music, originally felt to be a bit loud, did not hamper conversation in the end. You must have the Calamari if you go - it's a revelation!!",5.0,2013-12-17,OpenTable
